ID,reputation,stat_overall,stat_potential,stat_skill_moves,value
995,2,75,79,3,7500000
996,1,75,75,3,3400000
997,2,75,75,3,7000000
998,1,75,75,4,7000000
999,1,75,79,3,8500000
1000,1,75,78,3,6500000
1001,1,75,83,4,10000000
1002,1,75,75,3,7000000
1003,2,75,75,1,450000
1004,2,75,75,3,6500000
1005,2,75,80,2,7500000
1006,1,75,75,2,5000000
1007,1,75,82,4,9500000
1008,1,75,75,3,6500000
1009,2,75,75,2,2000000
1010,1,75,75,3,3800000
1011,1,75,75,3,7000000
1012,2,75,75,4,6500000
1013,2,75,75,2,2700000
1014,1,75,75,2,4500000
1015,1,75,75,2,4900000
1016,1,75,87,3,12000000
1017,1,75,80,3,9000000
1018,1,75,76,1,5500000
1019,1,75,78,3,7000000
1020,1,75,75,2,6000000
1021,1,75,81,2,8000000
1022,1,75,79,3,8500000
1023,1,75,76,4,8000000
1024,1,75,75,3,4900000
1025,2,75,77,3,8500000
1026,1,75,75,3,7000000
1027,3,75,75,2,2000000
1028,2,75,75,3,5000000
1029,1,75,75,3,5000000
1030,1,75,81,3,9000000
1031,1,75,78,3,8500000
1032,3,75,75,3,5000000
1033,1,75,79,4,8500000
1034,1,75,75,1,4000000
1035,1,75,80,3,7500000
1036,2,75,75,2,2700000
1037,1,75,75,4,6500000
1038,2,75,81,4,9000000
1039,1,75,78,2,7000000
1040,1,75,80,3,7500000
1041,2,75,75,3,4200000
1042,1,75,75,1,4700000
1043,1,75,75,2,900000
1044,1,75,75,1,900000
1045,2,75,78,3,8500000
1046,1,75,75,3,7000000
1047,2,75,78,3,8500000
1048,1,75,75,2,5000000
1049,1,75,75,3,7500000
1050,1,75,75,2,6000000
1051,1,75,75,4,7000000
1052,1,75,75,4,7000000
1053,2,75,77,3,8500000
1054,1,75,75,2,5000000
1055,3,75,84,3,10000000
1056,1,75,82,3,9500000
1057,1,75,75,3,4400000
1058,1,75,77,5,8000000
1059,1,75,86,4,11000000
1060,1,75,80,1,6500000
1061,2,75,78,3,8500000
1062,1,75,82,2,8000000
1063,1,75,83,3,8500000
1064,1,75,75,3,6500000
1065,1,75,78,3,8500000
1066,2,75,76,3,8000000
1067,1,75,75,4,6500000
1068,1,75,84,4,10000000
1069,1,75,78,2,7000000
1070,1,75,76,4,8000000
1071,2,75,75,2,5000000
1072,1,75,75,2,4900000
1073,1,75,75,1,3400000
1074,1,75,83,4,10000000
1075,2,75,75,2,4400000
1076,2,75,75,4,4000000
1077,1,75,75,2,4900000
1078,2,75,75,3,6000000
1079,2,75,75,4,6500000
1080,1,75,76,2,6000000
1081,1,75,85,2,9000000
1082,2,75,75,3,5500000
1083,1,75,81,2,8000000
1084,1,75,80,3,7500000
1085,1,75,75,3,6500000
1086,1,75,83,1,7500000
1087,1,75,85,3,10500000
1088,1,75,77,4,8000000
1089,1,75,79,3,7000000
1090,1,75,75,1,2700000
1091,1,75,75,3,5500000
1092,1,75,81,3,9500000
1093,1,75,80,3,8500000
1094,1,75,84,3,9000000
1095,1,75,80,2,7500000
1096,1,75,82,3,8000000
1097,1,75,75,4,6500000
1098,2,75,75,2,4900000
1099,1,75,85,3,10500000
1100,1,75,75,4,6500000
1101,1,75,85,3,9500000
1102,1,75,75,2,5000000
1103,1,75,75,3,6500000
1104,1,75,75,3,4800000
1105,1,75,81,4,9000000
1106,1,75,80,2,7500000
1107,2,75,75,3,3900000
1108,1,75,79,3,7000000
1109,1,75,84,4,10500000
1110,1,75,84,3,10000000
1111,2,75,75,3,5000000
1112,1,75,77,1,5500000
1113,1,75,75,3,5000000
1114,1,75,78,1,5500000
1115,1,75,80,3,7500000
1116,1,75,79,2,7000000
1117,2,75,75,2,6500000
1118,2,75,75,4,7000000
1119,1,75,79,3,7000000
1120,1,75,75,3,7000000
1121,1,75,75,1,2700000
1122,1,75,75,4,7000000
1123,1,75,75,2,4400000
1124,1,75,81,3,8000000
1125,2,75,78,3,8500000
1126,1,75,75,2,4900000
1127,2,75,76,3,6500000
1128,1,75,83,4,10000000
1129,1,75,83,2,8500000
1130,1,75,75,3,7000000
1131,1,75,79,3,7000000
1132,1,75,75,3,450000
1133,1,75,80,3,9000000
1134,1,75,84,3,10500000
1135,1,75,84,2,8500000
1136,2,75,75,3,3900000
1137,2,75,75,3,775000
1138,2,75,75,2,2700000
1139,1,75,81,3,8000000
1140,1,75,77,2,7000000
1141,2,75,75,3,6000000
1142,2,75,76,4,8000000
1143,1,75,82,4,9500000
1144,2,75,79,3,7000000
1145,1,75,75,2,6500000
1146,1,75,85,4,11000000
1147,2,75,78,1,6000000
1148,2,75,75,3,3800000
1149,1,75,75,2,5000000
1150,1,75,77,2,6500000
1151,1,75,77,3,6500000
1152,1,75,80,3,9000000
1153,1,75,75,1,1600000
1154,1,75,75,3,3200000
1155,1,75,80,3,9000000
1156,1,75,80,2,7500000
1157,1,75,79,4,8500000
1158,1,75,75,3,7000000
1159,1,75,78,1,6000000
1160,1,75,82,4,9500000
1161,2,75,75,5,5000000
1162,1,75,75,2,4900000
1163,2,75,79,3,8500000
1164,1,75,78,3,8000000
1165,2,75,75,3,7000000
1166,1,75,75,4,7000000
1167,1,75,76,2,6000000
1168,2,75,75,1,3800000
1169,1,75,78,2,7000000
1170,1,75,75,3,4400000
1171,2,75,78,3,8500000
1172,2,75,75,3,5500000
1173,2,75,78,3,8000000
1174,1,75,75,2,2700000
1175,1,75,79,2,7000000
1176,1,75,75,2,2000000
1177,1,75,75,3,7000000
1178,1,75,75,2,3800000
1179,3,75,75,3,4200000
1180,1,75,75,2,4500000
1181,1,75,83,2,8500000
1182,1,75,75,2,4900000
1183,2,75,76,4,8000000
1184,1,75,75,3,6500000
1185,1,75,78,3,7000000
1186,1,75,84,4,10500000
1187,1,75,80,2,7500000
1188,1,75,78,2,7000000
1189,1,75,78,3,7000000
1190,1,75,80,3,9000000
1191,1,75,76,3,8000000
1192,1,75,83,2,8500000
1193,1,75,75,3,6500000
1194,1,75,75,3,6500000
1195,2,75,75,4,7000000
1196,1,74,74,3,6000000
1197,1,74,79,3,6500000
1198,1,74,74,2,1700000
1199,2,74,74,2,4400000
1200,1,74,77,4,7000000
1201,1,74,74,3,4900000
1202,1,74,74,3,4400000
1203,1,74,74,2,4700000
1204,1,74,74,3,5000000
1205,2,74,74,3,650000
1206,1,74,81,3,8000000
1207,1,74,74,3,4400000
1208,1,74,79,3,7500000
1209,1,74,77,4,7000000
1210,1,74,74,4,5500000
1211,2,74,74,1,750000
1212,1,74,84,3,9000000
1213,1,74,74,3,6000000
1214,1,74,80,2,6500000
1215,1,74,74,3,6000000
1216,1,74,74,2,4200000
1217,2,74,80,3,6500000
1218,1,74,78,2,6000000
1219,1,74,74,2,4900000
1220,1,74,74,3,6000000
1221,1,74,74,3,4400000
1222,1,74,78,3,6000000
1223,1,74,77,1,4700000
1224,1,74,83,3,7500000
1225,1,74,76,2,5500000
1226,1,74,80,2,6500000
1227,1,74,77,2,6000000
1228,1,74,74,3,4100000
1229,1,74,74,4,2800000
1230,2,74,74,3,4200000
1231,1,74,75,3,6500000
1232,2,74,74,1,2300000
1233,1,74,79,4,7500000
1234,1,74,77,3,6000000
1235,1,74,75,3,5000000
1236,2,74,74,2,3200000
1237,1,74,74,4,4900000
1238,1,74,74,3,4300000
1239,1,74,76,2,6000000
1240,1,74,74,3,1700000
1241,1,74,74,3,5500000
1242,1,74,74,3,6000000
1243,1,74,74,3,3800000
1244,1,74,74,3,3200000
1245,1,74,74,1,2800000
1246,2,74,77,3,7000000
1247,2,74,82,3,8000000
1248,2,74,74,3,3700000
1249,1,74,77,4,7000000
1250,1,74,74,4,5500000
1251,1,74,74,2,3200000
1252,1,74,74,3,6000000
1253,1,74,74,4,4900000
1254,1,74,75,3,6500000
1255,1,74,74,2,4200000
1256,2,74,74,3,3700000
1257,1,74,74,1,2800000
1258,1,74,75,3,6500000
1259,1,74,74,3,4800000
1260,1,74,74,3,3200000
1261,2,74,74,2,1700000
1262,2,74,74,2,3200000
1263,1,74,77,2,6000000
1264,1,74,82,3,8500000
1265,1,74,82,3,8000000
1266,1,74,74,1,3600000
1267,1,74,76,2,5500000
1268,1,74,74,3,5500000
1269,1,74,78,2,6000000
1270,1,74,82,2,7000000
1271,1,74,74,2,4200000
1272,1,74,74,3,5500000
1273,1,74,83,4,8500000
1274,1,74,83,3,7500000
1275,2,74,74,3,5000000
1276,1,74,74,3,4300000
1277,1,74,74,3,5500000
1278,1,74,74,4,6000000
1279,1,74,74,2,4900000
1280,2,74,74,3,6000000
1281,1,74,74,2,1300000
1282,3,74,74,4,1600000
1283,1,74,74,3,4900000
1284,1,74,74,2,4200000
1285,1,74,74,3,5500000
1286,1,74,84,3,8000000
1287,1,74,85,3,9500000
1288,1,74,76,1,4700000
1289,1,74,87,2,9500000
1290,1,74,74,3,4300000
1291,1,74,78,4,7500000
1292,1,74,80,3,6500000
1293,2,74,74,2,1700000
1294,1,74,74,4,2800000
1295,1,74,74,4,2800000
1296,1,74,77,2,6000000
1297,1,74,81,2,7000000
1298,1,74,75,3,6500000
1299,1,74,82,3,8500000
1300,2,74,74,2,3200000
1301,2,74,74,4,4500000
1302,3,74,74,3,1200000
1303,1,74,74,2,4400000
1304,1,74,74,2,4900000
1305,2,74,78,3,6000000
1306,1,74,74,2,1700000
1307,2,74,74,2,3200000
1308,1,74,74,3,6000000
1309,1,74,81,3,8000000
1310,1,74,79,3,6500000
1311,1,74,74,3,4100000
1312,2,74,77,2,6000000
1313,1,74,74,2,6000000
1314,1,74,81,3,8000000
1315,1,74,78,3,7500000
1316,1,74,75,4,6500000
1317,1,74,79,1,5500000
1318,2,74,74,4,6000000
1319,1,74,75,3,6500000
1320,1,74,74,2,4400000
1321,1,74,78,3,7500000
1322,2,74,74,3,4600000
1323,2,74,74,3,4300000
1324,2,74,74,3,6000000
1325,1,74,80,4,7500000
1326,1,74,77,3,7000000
1327,1,74,74,4,3400000
1328,2,74,74,3,4500000
1329,1,74,74,3,5500000
1330,1,74,76,1,4600000
1331,1,74,74,4,4400000
1332,1,74,77,2,6000000
1333,1,74,81,3,8000000
1334,1,74,78,4,7500000
1335,1,74,74,4,5500000
1336,1,74,80,3,6500000
1337,1,74,74,3,5500000
1338,1,74,74,3,5500000
1339,1,74,82,3,7000000
1340,1,74,74,3,2800000
1341,3,74,74,3,4500000
1342,1,74,78,1,5000000
1343,1,74,75,2,5500000
1344,1,74,79,3,6500000
1345,2,74,74,3,4400000
1346,2,74,74,3,1600000
1347,1,74,79,3,6500000
1348,1,74,74,4,5500000
1349,1,74,81,2,7000000
1350,1,74,82,3,8500000
1351,2,74,74,3,4300000
1352,1,74,78,2,6000000
1353,1,74,79,2,6500000
1354,2,74,74,2,2300000
1355,2,74,74,3,5500000
1356,1,74,75,3,5500000
1357,1,74,75,3,6500000
1358,1,74,74,3,6000000
1359,1,74,74,4,3500000
1360,2,74,74,2,3200000
1361,1,74,78,3,7000000
1362,1,74,74,2,3800000
1363,1,74,75,2,5500000
1364,1,74,81,3,8000000
1365,1,74,82,3,8500000
1366,1,74,81,3,8000000
1367,1,74,80,3,8000000
1368,1,74,81,1,6000000
1369,1,74,82,3,7000000
1370,1,74,74,2,4200000
1371,1,74,78,1,5000000
1372,1,74,74,3,650000
1373,2,74,79,3,7500000
1374,1,74,85,3,9500000
1375,1,74,74,2,4600000
1376,1,74,74,2,4600000
1377,1,74,77,3,6000000
1378,1,74,78,4,7500000
1379,1,74,74,3,6000000
1380,2,74,74,3,5500000
1381,2,74,74,3,4100000
1382,2,74,74,3,5500000
1383,1,74,74,4,4400000
1384,2,74,77,4,7000000
1385,1,74,82,4,8500000
1386,1,74,74,3,5500000
1387,1,74,74,3,6000000
1388,1,74,81,2,7000000
1389,1,74,74,4,6000000
1390,1,74,74,3,5500000
1391,1,74,74,3,5500000
1392,1,74,74,3,4600000
1393,2,74,74,3,3500000
1394,1,74,75,3,6500000
1395,1,74,82,3,7000000
1396,2,74,74,2,2300000
1397,2,74,74,2,3200000
1398,1,74,74,3,5500000
1399,1,74,78,3,7000000
1400,2,74,75,2,5000000
1401,1,74,77,1,5000000
1402,1,74,74,1,4000000
1403,2,74,74,3,2000000
1404,2,74,74,2,3800000
1405,2,74,74,2,6000000
1406,1,74,75,3,5000000
1407,1,74,75,3,5000000
1408,1,74,74,3,3200000
1409,1,74,85,3,9500000
1410,1,74,74,2,4200000
1411,1,74,74,1,3600000
1412,1,74,81,2,6500000
1413,1,74,74,3,3500000
1414,1,74,79,3,6500000
1415,1,74,82,3,7000000
1416,1,74,75,1,4500000
1417,1,74,78,1,5000000
1418,1,74,74,1,4000000
1419,1,74,79,3,6500000
1420,1,74,74,3,5000000
1421,1,74,74,3,6000000
1422,1,74,76,3,7000000
1423,1,74,74,3,5500000
1424,1,74,74,2,4600000
1425,1,74,74,4,5500000
1426,1,74,74,3,6000000
1427,1,74,74,3,5000000
1428,1,74,78,4,7500000
1429,1,74,74,4,5500000
1430,1,74,74,3,6000000
1431,1,74,80,1,5500000
1432,1,74,74,4,6000000
1433,2,74,74,3,1700000
1434,1,74,74,3,5500000
1435,1,74,78,2,6000000
1436,1,74,84,5,9000000
1437,1,74,74,3,4600000
1438,1,74,77,3,7000000
1439,1,74,75,2,5500000
1440,1,74,74,3,5500000
1441,1,74,74,3,5500000
1442,1,74,78,1,5000000
1443,1,74,80,3,6500000
1444,1,74,74,2,1300000
1445,1,74,74,2,4400000
1446,1,74,77,3,7000000
1447,1,74,74,1,2800000
1448,1,74,84,3,8500000
1449,2,74,74,4,4900000
1450,1,74,74,3,4800000
1451,1,74,74,2,3800000
1452,2,74,79,3,6500000
1453,1,74,74,3,4400000
1454,2,74,74,2,4400000
1455,1,74,76,3,7000000
1456,1,74,79,2,6500000
1457,1,74,74,3,5500000
1458,1,74,77,2,6000000
1459,2,74,74,4,5500000
1460,1,74,74,2,1700000
1461,1,74,82,2,7000000
1462,1,74,82,3,7000000
1463,1,74,74,2,4700000
1464,1,74,77,1,4700000
1465,1,74,74,4,4400000
1466,1,74,75,2,5000000
1467,2,74,74,3,6000000
1468,1,74,81,4,8000000
1469,1,74,75,2,6500000
1470,1,74,78,1,5000000
1471,1,74,82,3,8500000
1472,1,74,74,3,3400000
1473,1,74,76,4,7000000
1474,1,74,81,3,6500000
1475,1,74,78,4,7000000
1476,2,74,74,2,3200000
1477,1,74,77,3,6000000
1478,1,74,74,3,3100000
1479,2,74,74,3,3300000
1480,2,74,74,3,4200000
1481,2,74,74,2,750000
1482,1,74,79,3,6500000
1483,1,74,74,2,4400000
1484,1,74,74,2,4100000
1485,1,74,75,3,5000000
1486,1,74,81,2,7000000
1487,1,74,74,4,6000000
1488,1,74,81,4,8000000
1489,1,74,74,2,2300000
1490,2,74,74,3,5500000
1491,1,74,80,3,6500000
1492,1,74,74,3,4400000
1493,1,74,75,1,4500000
1494,1,74,74,3,4400000
1495,1,74,74,2,4200000
1496,1,74,76,4,7000000
1497,1,74,79,3,7500000
1498,1,74,78,2,6000000
1499,1,73,73,3,3200000
1500,1,73,73,3,2600000
1501,1,73,82,3,5500000
1502,2,73,73,3,3800000
1503,1,73,73,2,2700000
1504,1,73,77,1,3700000
1505,1,73,73,2,2700000
1506,1,73,74,3,4600000
1507,1,73,80,2,4800000
1508,2,73,73,2,1200000
1509,1,73,73,2,2200000
1510,1,73,73,3,3000000
1511,1,73,73,2,2700000
1512,1,73,73,1,2300000
1513,1,73,78,3,5500000
1514,1,73,80,3,5500000
1515,1,73,74,3,4800000
1516,1,73,86,3,7000000
1517,1,73,76,3,4200000
1518,1,73,73,1,2600000
1519,2,73,73,2,2300000
1520,1,73,73,3,4200000
1521,1,73,80,3,4800000
1522,1,73,73,1,2800000
1523,1,73,73,3,3500000
1524,1,73,73,1,2600000
1525,1,73,78,3,4500000
1526,1,73,73,1,2800000
1527,1,73,73,3,4000000
1528,1,73,76,3,5000000
1529,1,73,74,3,3800000
1530,1,73,73,2,3000000
1531,1,73,76,2,4200000
1532,2,73,73,2,3200000
1533,1,73,73,3,3800000
1534,1,73,81,3,6000000
1535,1,73,73,3,4100000
1536,2,73,73,2,3200000
1537,1,73,73,2,3000000
1538,1,73,78,3,5500000
1539,1,73,80,3,4800000
1540,2,73,73,2,1200000
1541,1,73,73,4,4100000
1542,1,73,73,2,3000000
1543,1,73,73,1,270000
1544,2,73,73,3,3900000
1545,1,73,74,4,4700000
1546,1,73,79,3,5500000
1547,1,73,73,2,3000000
1548,1,73,77,3,5000000
1549,1,73,73,3,3200000
1550,1,73,74,2,3500000
1551,1,73,77,3,5000000
1552,1,73,73,3,4000000
1553,1,73,73,4,4000000
1554,1,73,86,3,7000000
1555,1,73,78,1,3900000
1556,1,73,73,3,4200000
1557,1,73,74,2,3700000
1558,1,73,73,3,2900000
1559,1,73,76,3,4100000
1560,1,73,73,2,3400000
1561,1,73,78,3,5500000
1562,1,73,76,3,4900000
1563,1,73,74,3,3700000
1564,2,73,73,2,3200000
1565,2,73,73,2,3100000
1566,1,73,73,3,3900000
1567,1,73,82,3,6000000
1568,1,73,79,4,5500000
1569,1,73,85,1,5500000
1570,1,73,86,3,7500000
1571,1,73,73,1,2400000
1572,1,73,73,3,4000000
1573,1,73,73,2,3300000
1574,1,73,76,3,4900000
1575,1,73,76,2,4200000
1576,1,73,85,4,7000000
1577,1,73,78,3,5500000
1578,1,73,73,3,4000000
1579,1,73,74,3,4700000
1580,1,73,73,3,4000000
1581,2,73,73,2,2200000
1582,1,73,73,5,3100000
1583,1,73,82,3,6000000
1584,1,73,73,3,2200000
1585,2,73,73,2,1600000
1586,2,73,73,3,3600000
1587,1,73,76,2,4000000
1588,1,73,73,2,2300000
1589,1,73,73,3,4300000
1590,1,73,73,3,3000000
1591,1,73,86,2,6500000
1592,1,73,73,3,3400000
1593,1,73,83,2,5500000
1594,1,73,73,3,2500000
1595,1,73,73,3,4000000
1596,2,73,73,1,1600000
1597,1,73,73,3,4300000
1598,1,73,74,4,4500000
1599,1,73,85,4,7000000
1600,2,73,73,2,3900000
1601,1,73,80,3,4900000
1602,2,73,73,2,3000000
1603,1,73,76,3,4200000
1604,1,73,75,4,4900000
1605,2,73,73,3,2300000
1606,2,73,73,2,2700000
1607,1,73,73,3,1900000
1608,1,73,73,3,3900000
1609,1,73,74,3,3700000
1610,1,73,73,2,550000
1611,1,73,74,1,3000000
1612,1,73,83,2,5500000
1613,1,73,73,1,270000
1614,1,73,79,3,4700000
1615,1,73,73,2,3000000
1616,1,73,77,3,5000000
1617,1,73,76,3,4900000
1618,1,73,85,4,7000000
1619,1,73,73,3,3200000
1620,1,73,79,3,5500000
1621,2,73,73,1,950000
1622,1,73,82,3,5500000
1623,1,73,79,2,4700000
1624,1,73,74,3,4600000
1625,1,73,84,4,7000000
1626,1,73,73,3,3000000
1627,1,73,81,4,6000000
1628,1,73,73,3,3600000
1629,1,73,77,3,5000000
1630,1,73,73,2,4000000
1631,1,73,73,3,4200000
1632,2,73,73,2,2300000
1633,1,73,76,2,4200000
1634,1,73,73,3,4100000
1635,1,73,75,3,3900000
1636,1,73,73,3,4000000
1637,1,73,73,3,3300000
1638,1,73,73,3,2100000
1639,1,73,82,4,5500000
1640,1,73,73,3,3900000
1641,1,73,73,2,1200000
1642,2,73,73,3,3400000
1643,2,73,73,5,4200000
1644,1,73,73,1,2000000
1645,1,73,73,3,3000000
1646,1,73,73,3,4000000
1647,1,73,74,2,3800000
1648,1,73,74,2,3800000
1649,1,73,73,3,4400000
1650,1,73,73,3,2300000
1651,1,73,76,2,4200000
1652,2,73,76,1,3500000
1653,1,73,82,3,6000000
1654,1,73,73,2,3400000
1655,1,73,73,3,4200000
1656,1,73,73,4,4300000
1657,1,73,73,3,4000000
1658,1,73,78,3,4500000
1659,1,73,73,1,1600000
1660,2,73,73,2,1200000
1661,1,73,83,1,5000000
1662,1,73,73,2,3200000
1663,1,73,73,2,2300000
1664,1,73,73,3,1100000
1665,1,73,78,3,5500000
1666,1,73,73,3,2600000
1667,2,73,73,3,3000000
1668,1,73,81,3,6000000
1669,2,73,73,3,3400000
1670,1,73,74,4,4700000
1671,1,73,76,3,5000000
1672,1,73,73,3,4000000
1673,1,73,77,3,5000000
1674,1,73,78,1,3900000
1675,1,73,78,2,4500000
1676,1,73,84,3,7000000
1677,1,73,73,3,2100000
1678,1,73,73,1,270000
1679,1,73,75,2,4000000
1680,1,73,76,3,4100000
1681,1,73,78,2,4400000
1682,1,73,79,2,4700000
1683,1,73,73,2,3500000
1684,1,73,73,1,1600000
1685,1,73,73,3,3000000
1686,1,73,80,3,4700000
1687,1,73,73,3,3900000
1688,1,73,76,1,3500000
1689,1,73,75,2,3900000
1690,1,73,78,3,5500000
1691,2,73,73,3,3900000
1692,1,73,73,3,4100000
1693,1,73,78,3,5500000
1694,1,73,83,3,6500000
1695,1,73,73,2,3200000
1696,2,73,73,3,4200000
1697,1,73,82,2,5500000
1698,2,73,75,3,4800000
1699,1,73,78,2,4500000
1700,1,73,73,1,2400000
1701,1,73,75,3,3900000
1702,2,73,73,3,4300000
1703,1,73,80,3,4900000
1704,1,73,74,2,4500000
1705,1,73,73,2,3600000
1706,1,73,78,3,4500000
1707,1,73,79,3,5500000
1708,1,73,81,2,5000000
1709,1,73,73,2,3000000
1710,1,73,82,2,5500000
1711,1,73,73,3,3100000
1712,1,73,73,2,3000000
1713,1,73,79,4,5500000
1714,1,73,75,3,5000000
1715,1,73,75,1,3300000
1716,1,73,77,2,4300000
1717,1,73,84,3,6000000
1718,2,73,74,1,3100000
1719,1,73,77,2,4400000
1720,1,73,73,3,3900000
1721,1,73,73,3,2900000
1722,1,73,82,1,4700000
1723,2,73,73,4,4000000
1724,1,73,80,3,5500000
1725,1,73,73,3,3100000
1726,1,73,73,2,2600000
1727,1,73,74,2,3600000
1728,2,73,73,3,3500000
1729,1,73,73,3,3200000
1730,1,73,75,1,3200000
1731,1,73,80,3,5500000
1732,2,73,73,3,3100000
1733,1,73,73,3,4100000
1734,1,73,79,3,5500000
1735,2,73,73,4,2000000
1736,1,73,79,3,5500000
1737,1,73,81,3,5000000
1738,1,73,73,1,2600000
1739,1,73,73,3,3000000
1740,1,73,73,1,1600000
1741,1,73,73,3,4000000
1742,1,73,75,2,4000000
1743,1,73,80,1,4100000
1744,1,73,78,3,4500000
1745,2,73,73,3,4200000
1746,1,73,84,3,7000000
1747,1,73,75,3,4800000
1748,1,73,73,2,2700000
1749,1,73,73,3,3200000
1750,1,73,73,3,3900000
1751,1,73,73,3,4300000
1752,1,73,73,2,2300000
1753,1,73,73,2,3100000
1754,1,73,78,3,5500000
1755,1,73,81,2,5000000
1756,1,73,80,3,5500000
1757,2,73,73,4,3900000
1758,2,73,73,3,4000000
1759,1,73,73,2,3100000
1760,1,73,73,4,4000000
1761,1,73,75,3,4900000
1762,1,73,77,1,3600000
1763,2,73,73,1,270000
1764,1,73,73,2,3100000
1765,1,73,73,3,3600000
1766,1,73,73,2,3200000
1767,1,73,73,1,270000
1768,1,73,73,3,3600000
1769,2,73,73,2,3400000
1770,1,73,73,3,1100000
1771,1,73,73,1,2400000
1772,1,73,73,3,3800000
1773,1,73,74,2,3900000
1774,1,73,74,3,3800000
1775,1,73,80,3,5500000
1776,1,73,81,3,6000000
1777,1,73,80,3,4800000
1778,1,73,77,3,5000000
1779,2,73,73,3,4100000
1780,1,73,73,3,4300000
1781,1,73,73,3,1100000
1782,1,73,73,2,3100000
1783,1,73,73,3,4300000
1784,2,73,73,2,270000
1785,2,73,73,2,1600000
1786,1,73,82,4,6000000
1787,1,73,73,3,3000000
1788,1,73,75,3,4000000
1789,1,73,76,1,3500000
1790,1,73,77,2,4300000
1791,1,73,80,3,5500000
1792,2,73,73,3,1900000
1793,1,73,73,3,1800000
1794,1,73,75,1,3200000
1795,1,73,73,2,3100000
1796,1,73,74,2,3800000
1797,2,73,77,5,5000000
1798,1,73,75,3,4900000
1799,1,73,73,1,2000000
1800,1,73,73,3,2400000
1801,2,73,73,3,3200000
1802,1,73,73,3,3800000
1803,2,73,73,3,3200000
1804,2,73,73,3,3200000
1805,1,73,73,2,1600000
1806,1,73,73,3,3100000
1807,1,73,79,3,5500000
1808,1,73,76,3,5000000
1809,1,73,73,1,550000
1810,2,73,73,2,3100000
1811,1,73,73,3,3100000
1812,1,73,83,4,6500000
1813,2,73,73,4,2000000
1814,1,73,73,2,3500000
1815,1,73,74,3,4700000
1816,1,73,76,2,4100000
1817,1,73,73,3,4000000
1818,2,73,73,3,2700000
1819,2,73,73,3,3500000
1820,1,73,73,2,2700000
1821,1,73,73,3,2000000
1822,1,73,73,3,1800000
1823,1,73,73,2,3500000
1824,1,73,78,2,4500000
1825,1,73,79,3,5500000
1826,1,73,75,1,3300000
1827,1,73,78,3,4500000
1828,1,73,73,3,3200000
1829,1,73,73,3,4000000
1830,3,73,73,3,3600000
1831,1,72,72,3,975000
1832,1,72,80,3,4000000
1833,1,72,72,3,1200000
1834,1,72,75,3,3900000
1835,1,72,77,3,3500000
1836,1,72,78,2,3600000
1837,1,72,75,2,3300000
1838,1,72,72,3,2900000
1839,1,72,75,3,3900000
1840,2,72,72,2,2400000
1841,1,72,77,3,4200000
1842,1,72,82,3,4300000
1843,1,72,72,3,1400000
1844,2,72,72,3,3200000
1845,1,72,80,3,4000000
1846,1,72,72,3,2600000
1847,1,72,72,2,1800000
1848,1,72,72,3,2500000
1849,1,72,79,2,3700000
1850,1,72,72,3,2500000
1851,1,72,75,2,3300000
1852,1,72,79,3,3700000
1853,1,72,72,1,725000
1854,1,72,81,4,4800000
1855,1,72,72,3,2800000
1856,1,72,73,3,3700000
1857,1,72,73,3,3700000
1858,1,72,72,3,2400000
1859,1,72,88,4,6500000
1860,1,72,77,3,4200000
1861,1,72,76,3,3400000
1862,2,72,72,3,2900000
1863,1,72,72,3,2900000
1864,1,72,72,2,425000
1865,1,72,78,3,4300000
1866,1,72,73,1,2400000
1867,1,72,72,3,2100000
1868,1,72,76,4,3900000
1869,1,72,76,3,4100000
1870,1,72,72,1,210000
1871,1,72,78,4,4300000
1872,2,72,72,3,1900000
1873,2,72,72,2,725000
1874,1,72,72,3,3200000
1875,1,72,72,2,950000
1876,1,72,81,4,4800000
1877,1,72,72,2,2700000
1878,1,72,72,3,3300000
1879,1,72,72,2,2100000
1880,1,72,72,4,2900000
1881,2,72,72,3,1600000
1882,1,72,74,3,3700000
1883,1,72,75,1,2800000
1884,1,72,79,3,4400000
1885,1,72,79,3,4500000
1886,2,72,72,3,3000000
1887,1,72,73,3,2900000
1888,1,72,72,3,2900000
1889,1,72,72,3,2900000
1890,1,72,73,3,3700000
1891,1,72,72,2,950000
1892,2,72,72,3,2200000
1893,1,72,72,2,2300000
1894,1,72,73,2,2700000
1895,1,72,72,4,3300000
1896,1,72,80,4,4600000
1897,1,72,72,1,210000
1898,2,72,72,3,3200000
1899,1,72,72,2,2300000
1900,1,72,75,1,2600000
1901,1,72,75,2,3300000
1902,1,72,79,3,4400000
1903,1,72,82,1,3900000
1904,1,72,77,3,4200000
1905,1,72,73,3,2900000
1906,1,72,72,3,2000000
1907,1,72,73,3,2800000
1908,1,72,72,2,2700000
1909,1,72,80,3,4700000
1910,1,72,72,3,875000
1911,1,72,72,3,3300000
1912,1,72,72,3,3000000
1913,1,72,72,3,1200000
1914,1,72,73,3,3600000
1915,1,72,72,3,3200000
1916,1,72,72,1,725000
1917,1,72,72,2,2700000
1918,1,72,79,1,3200000
1919,1,72,79,3,4400000
1920,1,72,72,2,2300000
1921,1,72,72,3,2900000
1922,1,72,76,2,4100000
1923,1,72,74,1,2600000
1924,1,72,72,3,3300000
1925,1,72,75,3,4000000
1926,2,72,75,2,3900000
1927,1,72,72,2,950000
